5.19156e-12	-4.16898e-12	-4962.08	-387.022	4962.08	387.022	387.022	-4962.08	-387.022	4962.08	
5.30194e-12	-4.25271e-12	-4961.69	-389.007	4961.69	389.007	389.007	-4961.69	-389.007	4961.69	
5.41411e-12	-4.33766e-12	-4961.3	-390.991	4961.3	390.991	390.991	-4961.3	-390.991	4961.3	
5.52808e-12	-4.42384e-12	-4960.9	-392.976	4960.9	392.976	392.976	-4960.9	-392.976	4960.9	
5.64387e-12	-4.51127e-12	-4960.5	-394.96	4960.5	394.96	394.96	-4960.5	-394.96	4960.5	
5.76149e-12	-4.59996e-12	-4960.1	-396.944	4960.1	396.944	396.944	-4960.1	-396.944	4960.1	
5.88098e-12	-4.68992e-12	-4959.7	-398.928	4959.7	398.928	398.928	-4959.7	-398.928	4959.7	
6.00234e-12	-4.78116e-12	-4959.3	-400.912	4959.3	400.912	400.912	-4959.3	-400.912	4959.3	
6.12561e-12	-4.8737e-12	-4958.89	-402.896	4958.89	402.896	402.896	-4958.89	-402.896	4958.89	
6.2508e-12	-4.96753e-12	-4958.49	-404.879	4958.49	404.879	404.879	-4958.49	-404.879	4958.49	
6.37793e-12	-5.06269e-12	-4958.08	-406.862	4958.08	406.862	406.862	-4958.08	-406.862	4958.08	
6.50702e-12	-5.15917e-12	-4957.66	-408.845	4957.66	408.845	408.845	-4957.66	-408.845	4957.66	
6.63809e-12	-5.25698e-12	-4957.25	-410.828	4957.25	410.828	410.828	-4957.25	-410.828	4957.25	
6.77117e-12	-5.35615e-12	-4956.84	-412.811	4956.84	412.811	412.811	-4956.84	-412.811	4956.84	
6.90628e-12	-5.45668e-12	-4956.42	-414.794	4956.42	414.794	414.794	-4956.42	-414.794	4956.42	
7.04343e-12	-5.55858e-12	-4956	-416.776	4956	416.776	416.776	-4956	-416.776	4956	
7.18265e-12	-5.66186e-12	-4955.58	-418.759	4955.58	418.759	418.759	-4955.58	-418.759	4955.58	
7.32396e-12	-5.76654e-12	-4955.15	-420.741	4955.15	420.741	420.741	-4955.15	-420.741	4955.15	
7.46738e-12	-5.87262e-12	-4954.73	-422.723	4954.73	422.723	422.723	-4954.73	-422.723	4954.73	
7.61294e-12	-5.98013e-12	-4954.3	-424.705	4954.3	424.705	424.705	-4954.3	-424.705	4954.3	
7.76065e-12	-6.08906e-12	-4953.87	-426.686	4953.87	426.686	426.686	-4953.87	-426.686	4953.87	
7.91054e-12	-6.19944e-12	-4953.44	-428.668	4953.44	428.668	428.668	-4953.44	-428.668	4953.44	
8.06263e-12	-6.31127e-12	-4953.01	-430.649	4953.01	430.649	430.649	-4953.01	-430.649	4953.01	
8.21694e-12	-6.42457e-12	-4952.57	-432.63	4952.57	432.63	432.63	-4952.57	-432.63	4952.57	
8.37349e-12	-6.53934e-12	-4952.13	-434.611	4952.13	434.611	434.611	-4952.13	-434.611	4952.13	
8.53231e-12	-6.65561e-12	-4951.69	-436.592	4951.69	436.592	436.592	-4951.69	-436.592	4951.69	
8.69342e-12	-6.77337e-12	-4951.25	-438.572	4951.25	438.572	438.572	-4951.25	-438.572	4951.25	
8.85684e-12	-6.89265e-12	-4950.81	-440.553	4950.81	440.553	440.553	-4950.81	-440.553	4950.81	
9.0226e-12	-7.01345e-12	-4950.36	-442.533	4950.36	442.533	442.533	-4950.36	-442.533	4950.36	
9.19072e-12	-7.13579e-12	-4949.91	-444.513	4949.91	444.513	444.513	-4949.91	-444.513	4949.91	
9.36122e-12	-7.25968e-12	-4949.46	-446.493	4949.46	446.493	446.493	-4949.46	-446.493	4949.46	
9.53413e-12	-7.38512e-12	-4949.01	-448.472	4949.01	448.472	448.472	-4949.01	-448.472	4949.01	
9.70946e-12	-7.51215e-12	-4948.56	-450.452	4948.56	450.452	450.452	-4948.56	-450.452	4948.56	
9.88725e-12	-7.64075e-12	-4948.1	-452.431	4948.1	452.431	452.431	-4948.1	-452.431	4948.1	
1.00675e-11	-7.77095e-12	-4947.64	-454.41	4947.64	454.41	454.41	-4947.64	-454.41	4947.64	
1.02503e-11	-7.90276e-12	-4947.18	-456.389	4947.18	456.389	456.389	-4947.18	-456.389	4947.18	
1.04356e-11	-8.0362e-12	-4946.72	-458.368	4946.72	458.368	458.368	-4946.72	-458.368	4946.72	
1.06234e-11	-8.17126e-12	-4946.26	-460.346	4946.26	460.346	460.346	-4946.26	-460.346	4946.26	
1.08138e-11	-8.30797e-12	-4945.79	-462.325	4945.79	462.325	462.325	-4945.79	-462.325	4945.79	
1.10068e-11	-8.44634e-12	-4945.32	-464.303	4945.32	464.303	464.303	-4945.32	-464.303	4945.32	
1.12024e-11	-8.58638e-12	-4944.85	-466.281	4944.85	466.281	466.281	-4944.85	-466.281	4944.85	
1.14007e-11	-8.7281e-12	-4944.38	-468.259	4944.38	468.259	468.259	-4944.38	-468.259	4944.38	
1.16017e-11	-8.87151e-12	-4943.91	-470.236	4943.91	470.236	470.236	-4943.91	-470.236	4943.91	
1.18053e-11	-9.01663e-12	-4943.43	-472.214	4943.43	472.214	472.214	-4943.43	-472.214	4943.43	
1.20117e-11	-9.16347e-12	-4942.95	-474.191	4942.95	474.191	474.191	-4942.95	-474.191	4942.95	
1.22208e-11	-9.31204e-12	-4942.47	-476.168	4942.47	476.168	476.168	-4942.47	-476.168	4942.47	
